sentence	label
changes as-built models design communicated subcontractors accommodate steel grc glass reinforced concrete fabrication process	0
customers wide range industries use stainless steel services worldwide	0
exel wants serve industrial customers individual products	0
`` finnish bank pohjola bank plc hel : poh1s said today issue eur 40 million usd 51.2 index-linked bond pohjola tutkimuksen tahdet viii-2010 pohjola research stars viii-2010 october 27 2010 ''	0
merisatama far corners world asfaltti osakeyhti+ lemmink+inen established 1910 group master builders helsinki specialist business subcontractor	0
`` f-secure developer security solutions service internet service providers mobile operators announced results annual online wellbeing survey ''	0
`` 2008 kemira recorded revenue approximately eur 2.8 billion staff 9,400 ''	0
`` accordance terms conditions alma media 's 2006 option program share subscription price 2006a option rights eur 4.88 per share book countervalue eur 0.60 per share ''	0
`` penttil+ 's vision important reason transaction russia ''	0
also confirmed earnings guidance whole 2009 issued report whole 2008	0
hand-painted resin real 14-0 trebles 75cm long 25cm deep top bottom middle hook	0
`` part development world-class magnetite deposit karara known potential 30 million metric tons annual processing magnetite estimated 30-year life ''	0
`` operates three distinct brands : united supermarkets market street united supermercado ''	0
kaupthing bank publish annual results 2007 markets open thursday 31 january	0
`` london afx - uk european brokers ' recommendations issued today collated afx news range market sources ''	0
fine print	0
m. master business administration mba	0
80 special events three counties four months hosted library system nine branch libraries	0
ms laakso responsible hkscan 's hr functions development group ` smarket areas	0
`` new delhi july 17 -- sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland developed novel markings methods producing ''	0
`` nokia siemens networks provides mobile fixed network infrastructure communications networks service platforms well professional services operators service providers ''	0
`` shares 29,659,239 held company group companies number outstanding shares voting rights attached shares thus amounts 322,705,218 ''	0
`` outotec 's scope delivery covers engineering supply special equipment services calcination plant two circulating fluid bed calciners ''	0
`` outotec 's scope delivery includes design basic engineering supply proprietary equipment sinter plant grate area 496 square meters ''	0
`` participants book discussions special events visitors car dealership eligible enter drawing 2005 silver four-door altima ''	0
peigs www.peigs.se become part sardus latta maltider light meals unit	0
`` product coverage : baked goods ; biscuits ; breakfast cereals data coverage : market sizes historic forecasts company shares brand shares distribution data ''	0
quality chargers chargz brand sold selected retail stores sales locations world-wide	0
`` group 's loyal customer magazine yhteishyv+ came second 1,629,000 readers sanoma corporation 's daily newspaper helsingin sanomat third 1,097,000 readers ''	0
`` scopi chief business excellence officer eng ''	0
subject-matter invention furthermore use cyclone separating partly molten particles ``	0
`` taking cue playbook east dillon lions 've created special team heavy-hitting style players boot-cut jeans tummy tops course cowboy boots ''	0
`` tekla 's defense business employs 20 persons located espoo finland ''	0
`` tekla organize information meeting analysts media wtc helsinki marski meeting room aleksanterinkatu 17 day 12:30 - 1:30 p.m. light lunch served ''	0
`` annual general meeting approved yearly remuneration members board directors shall remain eur 40.000 chairman board eur 30.000 deputy chairman board eur 20.000 members board ''	0
`` board machine wire width 6.25 design speed 900 m-min produce close 1,400 tonnes folding boxboard per day ''	0
`` change holdings accordance chapter 2 section 9 finnish securities markets act described ''	0
`` company also appointed leif rosen head special plate unit includes quarto plate units degerfors sweden new castle usa unit willich germany well pressplate prefab avesta plate service centre nordic degerfors ''	0
`` company designs manufactures markets advanced composite products industrial applications consumer goods cross-country alpine nordic walking poles floorball sticks antenna radomes ''	0
`` company owned state finland european aeronautic defense space company eads n.v. tekla international software company provides solutions building construction energy distribution municipalities ''	0
`` company said currently french distribution unit ragot located loudeac normandy distribution unit waterqueen line supplier tortue saint marcel mid-france hook manufacturing unit vmc hook distribution unit vmc europe morvillars ''	0
`` contractor shopping center china state construction engineering corporation previously built e.g airports hotels factories large international customers different parts world ''	0
corrected chapter entirety	0
deal worth eur 1.2 mn	0
event also viewed live webcast www.cargotec.com	0
investment worth approximately eur 100mn	0
mill concentrating getting supercalendered line running satisfactorily restarting older newsprint line	0
number customers one important parameters determining price electricity networks	0
order valued eur15m	0
order valued usd12 .2	0
order worth eur 8mn	0
`` prerequisite inclusion program receipt gains key employees acquire aspo shares amount determined board advance maximum ''	0
`` record date dividend distribution march 14 2008 ''	0
`` samsung mobile applications store launched january 2009 samsung mobile innovator program enables mobile software developers create applications use across samsung mobile devices ''	0
solid fuel heated sludge mixed therein ``	0
`` study evaluated safety tolerability pharmacokinetics repeated doses intravenously administered antibody 26 patients active plaque psoriasis ''	0
`` total donation amount eur 1,115,000 ''	0
`` total investment necessary eur40m company estimated ''	0
total project duration three years valued eur11 .5	0
`` total scope project 38,000 square metres valued total around eur75m ''	0
`` responsible operations customer relationships development ''	0
`` implementation important operator since launch fixed-to-mobile convergence service brazil see brazil : 8 may 2006 : ''	0
organization assume responsibility operations russia	0
`` thus group 's balance sheet eur 25.8 million goodwill company added ''	0
`` thus group 's balance sheet eur25 .8 goodwill 2010 company added ''	0
timo penttila appointed new manager responsible asset management nordea 's institutional customers finland	0
`` see new register subscribe newspaper ''	0
`` trading new shares right dividends distributions funds start exchange helsinki tomorrow ''	0
`` upm-kymmene www.upm-kymmene.com produces magazine papers newsprint well fine specialty papers converting materials wood products ''	0
`` vehvilainen currently chief operating officer nokia siemens networks join finnair 5 january 2010 take ceo effective 1 february 2010 ''	0
`` yara suomi ltd also provides nitrogen chemicals technical nitrates various sectors industry well products used environmental protection ''	0
`` net sales finnish sanoma learning & literature finnish media group sanoma decreased 3.6 % january-june 2009 totalling eur 162.8 mn eur 168.8 mn corresponding period 2008 ''	2
`` jp morgan expects scala lower nobel biocare 's growth forecast 2007 current guidance 23-25 pct well operating margin target current 34-35 pct ''	2
`` furthermore sales new passenger cars light commercial vehicles country declined 5.4 % year-on-year last month ''	2
`` profitability ( ebit % ) 13.6 % compared 14.3 % q2 2009 ''	2
sales mid-strength beer decreased 40 %	2
`` finnish lifting equipment maker kone oyj said october 4 2007 order worth 15 mln euro $ 21.2 mln deliver total 53 custom designed elevators norwegian shipbuilder aker yards asa ''	1
company make marketing sales investments initiated 2009 even efficient 2010	1
`` stock trading maps 50-day map sek72 .983 higher 200-day map sek70 .283 bullish indicator ''	1
`` pleased efforts negotiating teams look forward productive four years ahead ``	1
`` helsinki ( thomson financial ) - kone said four orders saudi arabia united arab emirates qatar worth 40 mln eur ''	1
`` ( adp news ) - finnish handling systems provider cargotec oyj ( hel : cgcbv ) announced friday orders worth eur 10 million ( usd 13.2 ) deliver linkspans jordan morocco ireland ''	1
merrill lynch analyst campbell morgan upgraded recommendation paperlinx `` neutral `` `` buy `` may	1
`` outotec oyj press release february 19 2008 11.00 outotec two large minerals processing technology orders mirabela mineracao brasil ltda brazil cumerio med jsco bulgaria ''	1
`` outotec said new orders worth 492.9 mln eur quarter compared 240.4 mln eur year earlier ''	1
raute said order worth around 15 mln eur supply several plywood production lines mills operated russian wood products company sveza group	1
`` brokerage said 2006 seen ` true turning point ' european steel base prices better pricing seen carrying second quarter 2006 ''	1
`` location makes mall convenient place shop consumers three large residential areas nearby : jaroszowka wysockiego zgody ''	1
`` `` lining stone sales also good early autumn order books strong end year ''	1
`` `` vessel order help aspo secure long-term competitiveness fleet terms technology pricing ''	1
15 december 2010 - finnish-german telecoms equipment maker nokia siemens networks said today contract upgrade radio network home-based telecommunications company elisa oyj hel : eli1v	1
finnish kci konecranes awarded order four hot metal ladle cranes indian steel producer bhushan steel & strips delivered 2007	1
`` vaahto pulp & paper finnish vaahto group awarded order renovate finnish-swedish forest industry company stora enso 's paperboard machine ingerois board mill finland ''	1
`` combining two producers create strong eu-based fertilizer industry capable meeting global competition added ''	1
helsinki afx - kci konecranes said order four hot metal ladle cranes indian steel producer bhushan steel strips ltd.	1
helsinki afx - outokumpu said technology unit 28 mln eur contract bosnia-herzegovina 's aluminij dd mostar upgrade anode plant	1
`` london 's leading shares today jumped almost 100 points 1.7 % market opened ''	1
`` mika stahlberg vp f-secure labs said `` excited proud f-secure recognized av-comparatives product year ''	1
policy also aimed making companies profitable competitive	1
`` finland 's leading metals group outokumpu said fourth-quarter net profit tripled back strong global demand stainless steel soaring base metal prices proceeds sale technology unit ''	1
`` company poser wants impress people latest handset ''	0
according posted world intellectual property organization : `` present invention relates hydrocarbons particularly manufacture hydrocarbon components suitable aviation fuels jet fuels blending stocks aviation fuels	0
's exactly happened recent weekday east baker brought remind residents easter tradition making wheat rice pies	0
investment investment activity communication relates available relevant persons engaged relevant persons	0
`` fortum needs clear signal commitment government permit available company start next round kuula says ''	0
`` add-on order contains among others control valves instrumentation well complete mill engineering electrification metso drive controls ''	0
repurchase bonds executed open market accordance section 7 f terms conditions convertible bonds	0
finnish raute precision supplies weighing dosing systems plants changing name lahti precision	0
`` finnish suominen corporation makes wipes nonwovens flexible packaging plant near warsaw poland makes flexible packaging ''	0
`` france t+l+com spent time studying teliasonera potential takeover targets shareholder wants sell pellissier said ''	0
`` supported nokia phones include : n96 n95-8gb n95 n93-n931 n92 n85 n82 n81 n80 n79 n78 n77 n76 n75 n73 n72 n71 e90 e71 e70 e66 e65 e62 e61-e61i e60 e51 e50 touch xpress 5800 6220 classic 6210 navigator 6120 classic 6110 navigator 5700 5500 5320xm ''	0
`` machine annual production capacity 200,000 tonnes super-calendered magazine paper paper grades based recovered fiber stora enso said ''	0
moscow metro ( www.mosmetro.ru ) first metro system europe implement smart cards together new type magnetic card 1998	0
`` total scholarship amount 40,000 euros recipients chosen recommendation fine arts universities sports associations ''	0
`` invention released patent office said : `` non-coherent search matrix formed said correlation function matrix ''	0
`` stakeholders comptel involved workshops meetings filed comments issues greatest importance competitive sector industry ''	0
`` patrick jeambar also continue responsible innovation health safety environment hsea functions ahlstrom corporation ''	0
`` sanoma learning & literature offering print digital learning materials present eleven countries ''	0
`` costanza light aluminum base washable shade comes white pistachio orange blue red ''	0
`` process technology project management basic engineering quality assurance within forest industry consolidated vantaa southern finland ''	0
`` tests conducted nokia siemens ' lte center competence espoo finland follow company 's production start lte-ready flexi multiradio base stations 800 mhz band april 2010 complement earlier tests nokia 2100 mhz 2600 mhz bands ''	0
`` shares royal sun alliance continued slide back 12-month high 172p last month potential suitor ruled takeover bid ''	2
`` managing director 's comments : `` net sales first quarter notably lower year especially finland russia baltic countries ''	2
`` sales climbed 19.2 pct 1.002 bln eur surpassing 953 mln eur consensus figure ''	1
`` suominen corporation estimates cost-cutting program started autumn 2005 higher sales prices expected growth volume wet wipes make company 's operations profitable ''	1
finnish oko bank signed cooperation agreement raiffeisen concerning finnish companies ' investments russia	1
`` cooper sh uk distributor lift equipment manufacturer konecranes five-year deal involves low maintenance fuel saving technologies ''	1
`` reporting period biotie north american licensing partner somaxon pharmaceuticals announced positive results nalmefene pilot phase 2 clinical trial smoking cessation ''	1
`` `` significant milestone benefon helping us secure critical usp 's personal navigation product roadmap 2007 beyond `` commented simon button chief technology officer benefon ''	1
`` investors continue interested company 's share although quite cheap affarsvarlden said ''	1
`` `` year personal entertainment plays significant role determining whether fitness facility 's workout experience pleasurable chore `` said brian wilson director marketing precor 's entertainment & services division ''	0
agreement must approved russian competition authorities enters force	0
total amount subscription prices recorded fund invested non-restricted equity	0
`` kemira 's installation nordalu producing 3,500 tons liquid solid aluminum waste per year ''	0
mr skogster currently serves manager responsible abb oy 's system modules low voltage drives	0
- counter competitor 's strengths target weaknesses	0
`` founded 2000 bioview automates laboratory tests especially diagnostic tests cancer ''	0
`` five-storey eco-efficient building gross floor area 15,000 sq m. also include apartments ''	0
`` stena poseidon so-called panamax tanker designed able pass narrow passages panama canal 's locks ''	0
`` markets expecting poor performance company 's stock 6 percent x20ac 23.89 us $ 33.84 early afternoon trading helsinki ''	1
`` excluding non-recurring items pre-tax profit surged 45 % eur80m ''	1
`` adp news - feb 13 2009 - finnish retailer kesko oyj hel : kesbv said today total sales excluding value added tax vat stood eur 661.3 million usd 853.1 january 2009 15.2 % year-on-yea ''	2
`` talentum expects net sales core business increase 2008 compared 2007 ''	1
`` according pkc acquisition would bring significant addition pkc 's customer base ''	1
`` end review period nordic aluminium 's order book stood eur 8.77 mn compared eur 7.04 2005 ''	1
net sales operating profit record high company 's history	1
`` favourable currency rates also contributed higher net sales `` ceo kari kauniskangas said ''	1
`` fiskars 360-year-old global business best known orange-handled scissors expects derive synergies eur5 million year consolidating certain parts housewares division two compete ''	1
`` full-year net sales expected increase approximately 10 % company said ''	1
`` q1 '10 19 april 2010 - finnish forest machinery equipment maker ponsse oyj hel : pon1v said today expects swing net profit eur6 .3 first quarter 2010 eur9 .6 loss year earlier ''	1
`` india 's trade russia currently stands four billion dollars growing 9.6 per cent fiscal 2007 ''	1
`` lithuanian beer makers sold 256.88 million liters beer 2005 rise 4.5 per cent year-earlier figure 245.92 million liters ''	1
net sales revenue per passenger expected increase	1
return investment 16.6 % compared 15.8 % 2004	1
company moved operating profit eur10 .9 versus operating loss eur15 .3 m. also turned eps eur0 .08 versus loss per share eur0 .04	1
`` price raw material aluminium went end 2005 company considers outlook 2006 favourable ''	1
`` refining margin year $ 13.39 - bbl compared $ 10.46 - bbl prior year ''	1
viking line manages well current ferries	1
scania morgan stanley lifted share target swedish heavy-duty truck bus maker scania ab 330 crowns ( $ 42.4 - 35.2 euro ) 310 crowns ( $ 39.8 - 33.1 euro )	1
` recommendable ' nokian z g2 according ` adac judgement ' latest summer tyre test german automobile association adac	1
finnish vacon signed significant deals norwegian scandinavian electric systems ( ses ) supply ac drives	1
finnish-swedish tietoenator expanding business quickly russia	1
`` h+kan dahlstr+m head mobility services teliasonera forecast mobile data volume teliasonera network sweden rise eight-fold 200,000 tb 2014 ''	1
`` cost savings rise 20 mln eur year 2007 oko said ''	1
finnish elevators escalators maker kone corporation said tuesday ( 18 march ) received major order sir robert mcalpine supply elevators escalators watermark place project city london	1
`` q2 2010 consolidated earnings tax totaled eur4 .5 compared eur3 .9 net profit eur3 .2 compared eur2 .9 previous year ''	1
`` 2008 deal likely bring savings eur 20mn-25mn ''	1
`` middle east & north africa tecnotree grown considerably recent years ''	1
q1 2010 18 may 2010 - finnish electrical components maker salcomp oy ( hel : sal1v ) said today turned net profit eur1 .6 first quarter 2010 versus loss eur2m corresponding period last year	1
`` end 2006 number outlets rise 60-70 ''	1
`` first quarter 2010 mark-to-market result pretax profit eur 133 million versus loss eur 32 million period last year ''	1
incap contract manufacturing services private limited inked agreements six new customers india	1
also said third quarter diluted eps came 0.34 eur compared 0.16 eur quarter year ago	1
also turned earnings per share ( eps ) eur 0.44 versus loss per share eur 2.26	1
also turned earnings per share ( eps ) eur 0.08 versus loss per share eur 0.04	1
also strengthen ruukki 's offshore business	1
`` - inge larsen ( cfo ) 29,045 shares representing 0.50 % share capital ''	0
forecast 2012 3.3 %	0
`` share capital alma media corporation ( business id 1944757-4 ) eur 45,031,513.80 divided 75,052,523 shares ''	0
company listed nordic exchange helsinki	0
`` incap contract manufacturing carry manufacturing agreements factory tumkur near bangalore ''	0
`` operated nokia supported nokia netact network service management system ''	0
comptel corporation publish financial statements 2008 12 february 2009	0
shops located capital region paijat-hame region	0
annual net sales unit eur 5 million currently employs 55 people	0
`` following workday customers check home computers purchases divided different ingredient groups much energy various products contain nutritional content purchases ''	0
name company holdings acquired : citycon oyj 2	0
`` basware headquartered espoo finland ''	0
`` store located poznan shopping center named pestka company added ''	0
`` seats would go edgar edmonds american experience clothing retail industry christian fischer austrian experience winter sports goods business ''	0
`` ahlstrom 's 5,700 employees serve customers via sales offices production facilities 20 countries six continents ''	0
`` raute headquartered nastola finland technology company serving wood products industry worldwide ''	0
`` according latest information benefon launch twig device 20 september 2006 ''	0
report capman plc 's ceo heikki westerlund	0
price specified completion date	0
total $ 78 million invested project	0
`` finnish consultancy satama interactive oyj said november 13 2006 jarmo lonnfors took position ceo ''	0
`` ` nordea 's definitely big sampo acquire ' said analyst ` sampo would appear agenda nordea ahead privatisation ''	0
`` room modify share component already indicated ``	0
`` could	0
`` 1 p.m. central office nordea bank 19 3-ya ulitsa yamskogo polya building 1 telephone : 495 777-34-77 ext 3932 3931 03.02.2011 unimilk - egm 03-04 .02.2011 xvi international business-summit food business russia 2011 take place ''	0
`` 128,538 shares still subscribed series e share options max ''	0
`` 561,470 new shares 2003 option rights plan packaging company huhtamaki oyj reported monday total 561,470 new shares company issued based share subscriptions 2003 option rights plan ''	0
`` meeting media analysts held day 10:30 a.m. stonesoft headquarters helsinki italahdenkatu 22 a. interim report presented stonesoft 's ceo ilkka hiidenheimo ''	0
meeting glisten shareholders vote bid held 12 march	0
`` replay available 27 october 2006 following numbers : us callers : +1 617-801-6888 non-us callers : +44 20 7365 8427 access code : 2659 5401 ''	0
`` 36 % came aspo chemicals 39 % aspo shipping 25 % aspo systems ''	0
`` 72 % evraz group shares owned lanebrook whose beneficiaries one hand millhouse holding company assets billionaire roman abramovich business partners 50 % ; evraz executives alexander abramov alexander frolov 50 % ''	0
aker yards finland begin using chinese subcontractors finnish shipyards	0
finnish food industry company l+nnen tehtaat planning changes fish product business	0
`` according business media reports usmanov planned transfer megafon stake state-controlled svyazinvest exchange stake merged rostelecom ''	0
`` according gallup food farm facts beef consumption totaled 99mn kilos finland 2007 ''	0
`` according company decision issue made summer 2010 earliest summer 2011 latest ''	0
`` according finnish-russian chamber commerce major construction companies finland operating russia ''	0
`` according notification holdings ameriprice inc. group companies total 808,973 shares represent 3.582 % tekla - shares voting rights ''	0
`` sale savcor group ltd comprise savcor art corporate function investment cencorp corporation ''	0
ahlstrom 's share quoted nasdaq omx helsinki	0
yit capital markets day materials available company 's internet site www.yitgroup.com/investors 10:30 september 26	0
`` alma media holds 70 % company remaining shares owned company 's key employees ''	0
almost entire office building occupied metso	0
also development online businesses continue	0
part agreement 10 employees john deere forestry documentation functions transfer dokumentori oy	0
`` alternative share exchange panostaja offers full cash consideration value 1.27 euro $ 1.7 per share ''	0
9:00 eet alma media 's annual report 2009 scheduled published calendar week 9	0
`` end-august sampo nordea 's biggest shareholder 20.6 % stake followed state 19.9 % ''	0
`` first solteq 's services companies operating st. petersburg area include maintenance material management systems data collection solutions ''	0
autotank group part aspo 's systems division	0
`` fki john jiang worked several general manager senior business consultant positions international companies china ''	0
`` bids offers include least 1,000 shares value shares must correspond least eur4 ,000 ''	0
`` capman said deal 's effect cash flow 2009 totals eur3 .4 transaction would affect financial results 2009 executed fair value ''	0
catalysts segment includes refinery catalysts polyolefin catalysts product categories	0
`` componenta metal sector company international operations production plants located finland netherlands sweden turkey ''	0
`` consisting seven interconnected units mega image 's logistics center 347 metres length 12 metres height ''	0
`` construction work helsinki music centre start autumn total cost project estimated 140 million euros ''	0
copyright afx news afx financial news logo registered trademarks afx news limited	0
`` cramo headquartered vantaa finland rents construction machinery equipment well rents sells modular space ''	0
currency conversions based exchange rates time deal	0
`` currently terminator lures produced subcontract facility mexico manufacturing transferred rapala 's factory shenzhen china ''	0
`` destia oy finnish infrastructure construction service company building maintaining designing traffic routes industrial traffic environments also complete living environments ''	0
`` digia also set two subsidiaries digia norway digia usa inc ''	0
share entitled one vote	0
year dividend deducted subscription price	0
earnings per share eps amounted eur0 .01	0
elcoteq global network market service sites long experience serving consumer electronics systems solutions customers	0
elcoteq se listed nasdaq omx helsinki ltd.	0
electronic versions require 24-48 hours copy customized client digital controls custom watermarks	0
`` elisa corporation disclose financial statements 2006 thursday 8 february 2007 ''	0
`` erkki jarvinen president rautakirja head sanoma trade division leave current tasks spring 2009 similar position outside sanoma group ''	0
`` ethanol would made barley production could start 2008 ''	0
`` exel composites brief exel composites technology company designs manufactures markets composite profiles tubes industrial applications ''	0
exel headquartered mantyharju finland	0
fancy dans move fab glasgow gift interiors store fancy dans moving	0
`` financial statements include consolidated financial statements group board directors ' report auditors ' report corporate governance statement ''	0
`` financialwire tm press release service receives compensation news opinions distributions ''	0
finnish bank +land launch long-term pension savings account beginning june 2010	0
`` finnish sampo-rosenlew manufactures approximately seven forest machines monthly half machines exported ''	0
finnlines six ships construction china deliveries scheduled first quarter 2011 final quarter 2012	0
finnlines announce week 17 2006 measures take tackle situation	0
`` following issue new shares constitute 10 percent firm 's capital ''	0
`` founded 1923 finnair one world 's oldest airlines flies 60 destinations fleet 63 aircraft employing 9,500 people ''	0
`` glaston 's share gla1v listed nasdaq omx helsinki mid cap list ''	0
grounds notification : tiimari plc 12/30/2010 issued capital convertible loan allocation decision board 01/31/2011	0
gypsii service supports ten different languages including korean russian	0
confirmed view july 6	0
`` however offering probably made current valuation partly derives deal company merged stock market shell ''	0
`` huhtamaki oyj stock exchange release 16.9.2008 13.32 huhtamaki 's capital markets day institutional investors analysts held espoo september 16 2008 starting 13.30 pm finnish time ''	0
`` honkarakenne starts production need partner sawmill operations ''	0
`` addition tulikivi corporation also currently member board following companies : altia corporation j+rvi-suomen portti osuuskunta osuuskunta kpy profile vehicles oy voimatel oy ''	0
`` future plant focus production flange profiles wind farm towers ''	0
`` incap corporation stock exchange announcement 29 april 2010 1 p.m. invitation news conference incap 's interim report q1-2010 incap publish interim report january-march 2010 wednesday 5 may 2010 ''	0
ionphase 's second major owner venture capital firm aura capital	0
`` iso omena based matinkyla district southern part city espoo southern finland ''	0
`` itg 's share deal estimated 500,000 euro $ 627,000 ''	0
`` customers include local companies slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy mansner oy ''	0
`` jensen njastein mike critch head dovre north america business unit report toivola ''	0
`` kemira headquartered helsinki finland international chemicals group comprising business areas kemira pulp & paper kemira water kemira specialty kemira coatings ''	0
kemira 's partner project st. petersburg water works	0
kone listed nordic exchange helsinki	0
`` l & operative finland sweden latvia russia norway ''	0
latvia 's stockmann shopping mall subsidiary finland 's stockmann plc	0
`` leed internationally recognized green building certification system developed u.s. green building council ''	0
`` china unicom nyse : chu hkse : 0762 shse : 600050 second largest mobile carrier country ''	0
`` metsa-botnia finance payment dividends repayment capital repurchase shares funds deriving divestment uruguay operations shares pohjolan voima utilising existing financing facilities ''	0
metso 's delivery include complete coated board line related air systems two winders	0
dividend go grimaldi family	0
neste shipping likely remain finnish oil sector transports significant emergency supply	0
net investment income	0
`` compensation news opinions distributions ''	0
financial details disclosed	0
`` company 's net sales 38 % acquired finland 21 % european countries 40 % asia 1 % us ''	0
officials disclose contract value	0
otherwise situation control	0
`` customers come following countries : uk usa spain france italy germany china hong kong sweden norway netherlands austria belgium switzerland czech republic finland canada russia ukraine denmark ireland south korea liechtenstein ''	0
`` customers come following countries : uk usa spain france italy germany china sweden norway netherlands austria belgium switzerland czech republic serbia finland canada russia ukraine portugal denmark ireland south korea estonia liechtenstein ''	0
`` paychex 100 offices serving approximately 554,000 payroll clients nationwide may 31 2009 ''	0
payment shares shall effected subscription	0
`` pcs digital guatemala using tecnomen 's prepaid system telgua fixed networks well code division multiple access cdma global system mobile communication gsm since 2003 ''	0
`` poyry global consulting engineering firm focusing energy forest industry infrastructure & environment sectors ''	0
production scheduled start end april 2007	0
`` published globes online israel business news - www.globes-online.com - november 16 2009 - copyright globes publisher itonut 1983 ltd. 2009 ''	0
ramirent finland domestic unit machinery rental company ramirent oyj hel : rmr1v	0
raute listed nordic exchange helsinki	0
registration required	0
related links : flexiblebaseloadoperation thewartsila32generating set gasconversions shorter two versions press release	0
`` rosendal outotec.com eila paatela vice president - corporate communications tel +358 20 529 2004 +358 400 817198 e-mail eila ''	0
runway visual range calculated assessment distance pilot see runway	0
`` salcomp 's charger manufacturing plant india located nokia telecom park state tamil nadu eastern part india ''	0
saunalahti part elisa group	0
`` says brian burton head security vodafone uk ''	0
`` seller finnish elcoteq group largest european electronics manufacturing services company ''	0
solteq plc announcement 16.12.2010 share repurchase 16.12.2010 helsinki stock exchange solteq plc holds total 486.969 shares including shares repurchased 16.12.2010	0
`` recent technology deliveries include refinery technology anrak aluminium iron ore pelletizing plant tata steel iron ore sintering plants bhushan steel ''	0
`` srv also build aqua park wellness area restaurant multifunctional ice arena ''	0
`` ssh communications security corporation headquartered helsinki finland ''	0
`` steek set 2002 based bordeaux southwestern france ''	0
`` stockmann plc company announcement february 20 2007 13.40 annual summary stockmann 's stock exchange financial press releases 2006 available company 's website address www.stockmann.com ''	0
`` sullivan said boards `` really involve lot work people get paid time `` ''	0
suomen paikallissanomat oy part alma media group currently publishes 15 local newspapers across finland	0
talvivaara listed london stock exchange main market nasdaq omx helsinki included ftse 250 index	0
`` tecnotree 's convergent charging solution includes functionality prepaid post-paid billing charging rating voice calls video calls raw data traffic mobile fixed networks ''	0
teleste 30 offices worldwide listed nordic exchange helsinki	0
teleste set 1954 divided broadband cable networks video networks business areas	0
`` 2500-passenger ferry dimensions 185 length overall 170 length perpendiculars 27.70 breadth 6.55 design draught ''	0
`` acquisition frozen foods fish sector long synergies l+nnen tehtaat 's businesses ''	0
acquisition price disclosed	0
aforementioned shareholders informed propose annual general meeting number members board directors shall five besides present members board directors also mr lassi noponen shall elected board directors	0
`` aim ceo 's q & sessions give clarity information made public already earlier ''	0
board directors authorized decide terms share issue	0
bridge 1.2 km long located anasmotet road e20 new traffic junction marieholm road e45	0
`` buildings 40 condominiums built 4 5 stages ''	0
`` business area operations finland sweden denmark estonia latvia lithuania ''	0
capital structure solidium may complemented financial instruments future	0
company 410 employees annual turnover eur65 .4 m. vaahto group listed nordic exchange helsinki	0
`` company also seeking possibilities relocate luumaki personnel 50 people upm mills ''	0
`` company offers payroll services including payroll processing payroll tax administration employee pay services including direct deposit check signing readychex ''	0
`` company operates business two reportable segments including banking investment services non-life insurance ''	0
company 's board directors proposed dividend eur0 .12 per share 2006	0
company 's board directors propose dividend eur 0.14 2008 annual general meeting	0
`` company 's plant russia continue make tyres near markets plant nokia finland manufacture tyres markets ''	0
company 's share listed mid cap segment nasdaq omx helsinki	0
company 's share quoted nasdaq omx helsinki rautaruukki oyj : rtrks	0
company said focus resources clinical research	0
company turnover amounted meur 27.9 2007	0
company website www.ahlstrom.com	0
company part teleste 's video broadband solutions business area	0
`` company publish financial statement 2008 february 25 2009 ''	0
company release 2010 results 11 february 2011	0
continued operations mean structure restructuring aspocomp group including aspocomp oulu headquarter operations	0
`` contract covers turnkey deliveries five airports operated authority -- john f kennedy laguardia newark teterboro stewart international ''	0
contract includes heating plant equipment associated installation work	0
`` third quarter fiscal 2008 efore swung net loss eur 400,000 versus net profit eur 200,000 corresponding period fiscal 2007 ''	2
`` konecranes oyj kcr1v fh fell 5.5 percent 20.51 euros biggest fall since june ''	2
operating loss totaled eur 25mn compared profit eur 63mn corresponding period 2005	2
`` production levels agreed producers long time ago fall consumption lead losses ''	2
return investment roi 4.1 % compared 43.8 % first half 2008	2
`` total 16.5 mn passenger ship journeys took place northern baltic sea 2007 slightly 16.5 mn 2006 ''	2
finnish media group talentum issued profit warning	2
`` finnish shipping company finnlines ' pretax loss totalled eur 6.5 mn third quarter 2009 compared profit eur 0.3 mn third quarter 2008 ''	2
`` finland city forssa said pay compensation food industry companies hk ruokatalo atria lye leak tap water occurred march 2008 ''	2
`` acando ab ( acanb ss ) fell 8.9 percent 13.35 kronor lowest close since dec. 11 ''	2
`` according ceo matti perkonoja parent company hkscan company 's performance first quarter 2010 remained clearly level corresponding period 2009 ''	2
diluted earnings per share ( eps ) stood eur 0.25 versus eur 0.42	2
finnish automation solutions developer cencorp corporation ( omx helsinki : cnc1v ) issued thursday ( 18 september ) profit warning third quarter 2008	2
finnish communication electronics components supplier scanfil oyj tuesday said sales first half 2006 15 % lower period year ago	2
finnish technology company raute corporation ( omx helsinki : rutav ) issued tuesday ( 23 september ) profit warning financial year 2008	2
`` q1 2009 company 's operating loss totalled eur 0.3 mn compared profit eur 3.6 mn q1 2008 ''	2
`` last year 8.3 million passengers flew airline 4 percent 2007 ''	2
`` loss financial items totalled eur 9.7 mn compared profit eur 1.3 mn corresponding period 2008 ''	2
loss period totalled eur 15.6 mn compared profit eur 6.3 mn 2008	2
operating loss amounted eur 0.9 mn first half 2006 compared profit eur 0.5 mn first half 2005	2
`` operating loss pulp & paper machinery unit eur 3mn september 2007 - august 2008 compared profit eur 3.7 mn year earlier ''	2
